id;region;cantidad_hijos;ingresos_mensuales;ingreso_pcapita;signo_zodiacal;anio_nacimiento;edad;vive_rm;tiene_hijos;entrega_documentos;toma_credito
1514;Región de Aysén del General Carlos Ibáñez del Campo.;1;885809;295269.6667;1;1970;51;no;no;0;1
3558;Región del Biobío.;2;830105;207526.25;12;1983;38;no;no;0;0
1242;Región de Magallanes y la Antártica Chilena.;0;526408;263204;6;1966;55;no;si;0;0
6581;Región de Aysén del General Carlos Ibáñez del Campo.;2;555265;138816.25;7;1973;48;no;no;0;0
7940;Región del Biobío.;2;626884;156721;1;1978;43;no;no;0;0
7298;Región de Tarapacá.;2;880936;220234;4;1968;53;no;no;0;1
8420;Región de Los Ríos.;3;390540;78108;2;1967;54;no;no;0;0
7633;Región del Ñuble.;2;1045041;261260.25;2;1980;41;no;no;0;1
10959;Región de Tarapacá.;1;729827;243275.6667;11;1968;53;no;no;0;1
2187;Región de Tarapacá.;1;1194084;398028;12;1969;52;no;no;0;1
10941;Región de Aysén del General Carlos Ibáñez del Campo.;2;648295;162073.75;3;1973;48;no;no;0;0
2258;Región de Coquimbo.;2;970155;242538.75;8;1978;43;no;no;0;1
12290;Región de Antofagasta.;0;896995;448497.5;11;1977;44;no;si;0;1
1602;Región de Atacama.;0;984246;492123;4;1973;48;no;si;0;1
9369;Región Metropolitana de Santiago.;2;1034898;258724.5;12;1963;58;si;no;0;1
853;Región de Los Lagos.;1;749958;249986;8;1971;50;no;no;0;1
11766;Región del Biobío.;0;921681;460840.5;9;1962;59;no;si;0;1
71;Región del Libertador General Bernardo O’Higgins.;0;887225;443612.5;3;1973;48;no;si;0;1
6927;Región del Ñuble.;1;862742;287580.6667;11;1965;56;no;no;0;1
8443;Región de Antofagasta.;3;724570;144914;5;1973;48;no;no;0;0
7353;Región de Magallanes y la Antártica Chilena.;2;900397;225099.25;2;1979;42;no;no;0;1
4824;Región Metropolitana de Santiago.;1;628854;209618;12;1963;58;si;no;0;0
8745;Región del Libertador General Bernardo O’Higgins.;0;1190041;595020.5;3;1970;51;no;si;0;1
5734;Región de Los Lagos.;0;1116708;558354;2;1977;44;no;si;0;1
1272;Región de Antofagasta.;0;302445;151222.5;1;1983;38;no;si;0;0
5175;Región del Libertador General Bernardo O’Higgins.;3;449966;89993.2;6;1969;52;no;no;0;0
1274;Región de Valparaíso.;2;623192;155798;1;1977;44;no;no;0;0
11678;Región de Tarapacá.;3;1135190;227038;8;1976;45;no;no;0;1
4708;Región de Los Lagos.;0;423155;211577.5;10;1968;53;no;si;0;0
2943;Región de Valparaíso.;2;584608;146152;7;1978;43;no;no;0;0
10707;Región de Arica y Parinacota.;3;1163696;232739.2;7;1982;39;no;no;0;1
11062;Región de Arica y Parinacota.;1;602117;200705.6667;11;1973;48;no;no;0;0
11178;Región de Los Ríos.;3;1192368;238473.6;4;1978;43;no;no;0;1
1489;Región de Arica y Parinacota.;3;405073;81014.6;4;1962;59;no;no;0;0
8173;Región Metropolitana de Santiago.;3;341998;68399.6;3;1979;42;si;no;0;0
7274;Región de Coquimbo.;0;659508;329754;4;1975;46;no;si;0;1
6230;Región de Magallanes y la Antártica Chilena.;2;697224;174306;10;1962;59;no;no;0;0
7040;Región de Coquimbo.;2;750982;187745.5;5;1977;44;no;no;0;0
1671;Región del Maule.;1;620120;206706.6667;8;1969;52;no;no;0;0
6978;Región de Tarapacá.;0;321512;160756;1;1970;51;no;si;0;0
2220;Región del Ñuble.;2;958074;239518.5;8;1974;47;no;no;0;1
11824;Región de Los Ríos.;2;635361;158840.25;12;1963;58;no;no;0;0
1885;Región del Libertador General Bernardo O’Higgins.;0;892094;446047;12;1967;54;no;si;0;1
5948;Región de Aysén del General Carlos Ibáñez del Campo.;2;470880;117720;7;1967;54;no;no;0;0
8982;Región de Aysén del General Carlos Ibáñez del Campo.;2;451146;112786.5;3;1969;52;no;no;0;0
4776;Región del Biobío.;1;1036845;345615;3;1981;40;no;no;0;1
11978;Región de Antofagasta.;3;306924;61384.8;11;1977;44;no;no;0;0
8160;Región del Libertador General Bernardo O’Higgins.;0;680968;340484;1;1980;41;no;si;0;1
5314;Región de Aysén del General Carlos Ibáñez del Campo.;1;994728;331576;10;1976;45;no;no;0;1
9088;Región de Coquimbo.;2;827169;206792.25;2;1966;55;no;no;0;1
6542;Región del Ñuble.;0;524895;262447.5;12;1968;53;no;si;0;0
9756;Región de Los Ríos.;1;596360;198786.6667;3;1979;42;no;no;0;0
9298;Región Metropolitana de Santiago.;2;373986;93496.5;11;1963;58;si;no;0;0
4615;Región de Arica y Parinacota.;2;1063934;265983.5;5;1965;56;no;no;0;1
8865;Región de Coquimbo.;2;458870;114717.5;6;1982;39;no;no;0;0
4441;Región del Biobío.;0;1037453;518726.5;2;1971;50;no;si;0;1
7452;Región de Arica y Parinacota.;2;417418;104354.5;12;1974;47;no;no;0;0
4905;Región de Los Lagos.;2;893486;223371.5;3;1970;51;no;no;0;1
9291;Región de Atacama.;0;1073856;536928;3;1978;43;no;si;0;1
10179;Región de Los Lagos.;3;483815;96763;4;1964;57;no;no;0;0
360;Región de Valparaíso.;0;417168;208584;12;1983;38;no;si;0;0
7340;Región de Valparaíso.;1;916922;305640.6667;3;1963;58;no;no;0;1
2984;Región Metropolitana de Santiago.;2;836290;209072.5;4;1968;53;si;no;0;1
10567;Región de Valparaíso.;2;474607;118651.75;6;1972;49;no;no;0;0
10412;Región de Arica y Parinacota.;0;757103;378551.5;12;1966;55;no;si;0;1
3233;Región del Biobío.;0;622726;311363;7;1974;47;no;si;0;1
885;Región de Aysén del General Carlos Ibáñez del Campo.;1;881222;293740.6667;10;1983;38;no;no;0;1
7620;Región de Los Lagos.;1;794133;264711;4;1971;50;no;no;0;1
4304;Región de Magallanes y la Antártica Chilena.;3;972972;194594.4;10;1977;44;no;no;0;0
7315;Región de Valparaíso.;1;824262;274754;3;1970;51;no;no;0;1
2857;Región del Biobío.;0;770521;385260.5;3;1973;48;no;si;0;1
9614;Región Metropolitana de Santiago.;1;446493;148831;10;1963;58;si;no;0;0
12366;Región de Arica y Parinacota.;3;337355;67471;1;1976;45;no;no;0;0
2771;Región del Maule.;1;844302;281434;9;1976;45;no;no;0;1
296;Región de Los Lagos.;3;374958;74991.6;1;1965;56;no;no;0;0
10642;Región de Antofagasta.;1;1047493;349164.3333;8;1981;40;no;no;0;1
12511;Región de Arica y Parinacota.;0;792003;396001.5;1;1976;45;no;si;0;1
10815;Región del Libertador General Bernardo O’Higgins.;3;1033643;206728.6;10;1963;58;no;no;0;1
12045;Región de Coquimbo.;3;326865;65373;6;1962;59;no;no;0;0
6587;Región de Antofagasta.;2;728750;182187.5;5;1973;48;no;no;0;0
109;Región de Los Ríos.;3;668890;133778;12;1978;43;no;no;0;0
792;Región de Atacama.;3;920172;184034.4;9;1971;50;no;no;0;1
5892;Región de Valparaíso.;2;1193543;298385.75;8;1970;51;no;no;0;1
5498;Región de Arica y Parinacota.;0;1045178;522589;8;1971;50;no;si;0;1
967;Región de Valparaíso.;2;1145583;286395.75;11;1969;52;no;no;0;1
7818;Región de Los Lagos.;3;792568;158513.6;6;1979;42;no;no;0;0
5271;Región del Maule.;3;903977;180795.4;8;1966;55;no;no;0;1
9941;Región de Aysén del General Carlos Ibáñez del Campo.;2;750078;187519.5;10;1982;39;no;no;0;0
3997;Región de Valparaíso.;0;344872;172436;1;1968;53;no;si;0;0
5448;Región del Biobío.;0;469855;234927.5;6;1978;43;no;si;0;0
9728;Región de Aysén del General Carlos Ibáñez del Campo.;1;391256;130418.6667;8;1973;48;no;no;0;0
12352;Región de Valparaíso.;0;1174902;587451;11;1963;58;no;si;0;1
4640;Región Metropolitana de Santiago.;1;1075902;358634;3;1977;44;si;no;0;1
5380;Región del Maule.;1;927958;309319.3333;7;1968;53;no;no;0;1
12265;Región de Tarapacá.;1;1188377;396125.6667;7;1975;46;no;no;0;1
3270;Región de Arica y Parinacota.;3;1172135;234427;6;1964;57;no;no;0;1
6751;Región de Arica y Parinacota.;2;877992;219498;5;1979;42;no;no;1;0
8096;Región de Arica y Parinacota.;1;1125248;375082.6667;2;1981;40;no;no;0;1
717;Región Metropolitana de Santiago.;1;450421;150140.3333;8;1983;38;si;no;0;0
10654;Región de Antofagasta.;1;1064581;354860.3333;5;1976;45;no;no;0;1
12211;Región de Atacama.;2;825942;206485.5;4;1969;52;no;no;0;1
10514;Región de Coquimbo.;2;1074736;268684;5;1971;50;no;no;0;1
9296;Región de Tarapacá.;2;957010;239252.5;9;1978;43;no;no;0;1
2266;Región del Maule.;2;633226;158306.5;9;1973;48;no;no;0;0
1171;Región del Maule.;3;886050;177210;7;1978;43;no;no;0;0
3130;Región del Ñuble.;2;602831;150707.75;11;1967;54;no;no;0;0
3400;Región de Los Lagos.;0;938348;469174;2;1971;50;no;si;0;1
12500;Región de Los Lagos.;3;381066;76213.2;7;1969;52;no;no;0;0
4486;Región Metropolitana de Santiago.;2;707364;176841;11;1975;46;si;no;0;0
11320;Región de Coquimbo.;1;699398;233132.6667;1;1965;56;no;no;0;1
11500;Región de Arica y Parinacota.;3;1174402;234880.4;5;1974;47;no;no;0;1
5347;Región de Arica y Parinacota.;2;686786;171696.5;12;1971;50;no;no;0;0
8895;Región de Coquimbo.;0;467672;233836;3;1980;41;no;si;0;0
11322;Región del Maule.;2;908997;227249.25;5;1979;42;no;no;0;1
3821;Región del Libertador General Bernardo O’Higgins.;0;578991;289495.5;7;1974;47;no;si;0;0
10771;Región Metropolitana de Santiago.;1;379755;126585;8;1977;44;si;no;0;0
12566;Región de Valparaíso.;2;880918;220229.5;2;1974;47;no;no;0;1
7977;Región de Tarapacá.;2;698312;174578;9;1978;43;no;no;0;0
8754;Región del Libertador General Bernardo O’Higgins.;1;392939;130979.6667;8;1981;40;no;no;0;0
9812;Región de Magallanes y la Antártica Chilena.;2;327164;81791;1;1964;57;no;no;0;0
9183;Región del Ñuble.;3;991410;198282;6;1978;43;no;no;0;1
5137;Región del Maule.;2;797921;199480.25;1;1971;50;no;no;0;0
7402;Región de Magallanes y la Antártica Chilena.;0;441176;220588;5;1963;58;no;si;0;0
6416;Región de Valparaíso.;1;934210;311403.3333;6;1982;39;no;no;0;1
42;Región Metropolitana de Santiago.;3;809069;161813.8;9;1983;38;si;no;0;0
1539;Región de Aysén del General Carlos Ibáñez del Campo.;3;854336;170867.2;5;1970;51;no;no;0;0
6644;Región de Atacama.;3;353785;70757;1;1973;48;no;no;0;0
4747;Región de Los Lagos.;2;477455;119363.75;10;1980;41;no;no;0;0
189;Región de Coquimbo.;1;411627;137209;1;1971;50;no;no;0;0
10353;Región de Coquimbo.;0;971399;485699.5;6;1971;50;no;si;0;1
2409;Región de Valparaíso.;2;513921;128480.25;10;1981;40;no;no;0;0
2520;Región de Antofagasta.;1;897910;299303.3333;3;1968;53;no;no;0;1
3570;Región de Coquimbo.;3;704232;140846.4;11;1975;46;no;no;0;0
9928;Región de Los Ríos.;1;406937;135645.6667;2;1980;41;no;no;0;0
2928;Región de Valparaíso.;3;613239;122647.8;7;1972;49;no;no;0;0
5364;Región de La Araucanía.;3;523818;104763.6;4;1971;50;no;no;0;0
10117;Región de Arica y Parinacota.;1;614556;204852;8;1964;57;no;no;0;0
7102;Región de La Araucanía.;2;366211;91552.75;10;1980;41;no;no;0;0
328;Región del Libertador General Bernardo O’Higgins.;3;608191;121638.2;10;1965;56;no;no;0;0
6703;Región de Los Ríos.;3;731986;146397.2;8;1981;40;no;no;0;0
4027;Región de Arica y Parinacota.;0;1045878;522939;1;1970;51;no;si;0;1
4336;Región del Libertador General Bernardo O’Higgins.;3;913826;182765.2;7;1965;56;no;no;0;1
8023;Región de Coquimbo.;1;398442;132814;10;1965;56;no;no;0;0
715;Región de Magallanes y la Antártica Chilena.;2;1068052;267013;6;1968;53;no;no;0;1
9186;Región del Maule.;2;1073533;268383.25;1;1965;56;no;no;0;1
8802;Región del Libertador General Bernardo O’Higgins.;0;1121253;560626.5;1;1970;51;no;si;0;1
2001;Región de Magallanes y la Antártica Chilena.;0;686947;343473.5;1;1963;58;no;si;0;1
5134;Región de Arica y Parinacota.;3;916333;183266.6;2;1968;53;no;no;0;1
2993;Región de Los Ríos.;0;1068813;534406.5;2;1978;43;no;si;0;1
5543;Región de Valparaíso.;2;968365;242091.25;3;1972;49;no;no;0;1
50;Región del Ñuble.;3;943605;188721;8;1976;45;no;no;0;0
7507;Región del Biobío.;0;510075;255037.5;8;1962;59;no;si;0;0
6180;Región de Los Ríos.;2;785509;196377.25;8;1971;50;no;no;0;0
1285;Región de Antofagasta.;0;1072807;536403.5;6;1980;41;no;si;0;1
1440;Región de Coquimbo.;1;730629;243543;9;1963;58;no;no;0;1
4039;Región de Arica y Parinacota.;0;1180158;590079;4;1963;58;no;si;0;1
4119;Región del Ñuble.;3;303513;60702.6;8;1979;42;no;no;0;0
10284;Región de Antofagasta.;3;1086676;217335.2;3;1979;42;no;no;0;1
1408;Región Metropolitana de Santiago.;1;947844;315948;10;1972;49;si;no;0;1
1776;Región del Ñuble.;0;872138;436069;12;1972;49;no;si;0;1
8370;Región de Magallanes y la Antártica Chilena.;2;416823;104205.75;12;1967;54;no;no;0;0
8584;Región de Los Lagos.;1;1068451;356150.3333;3;1982;39;no;no;0;1
8238;Región Metropolitana de Santiago.;2;1149410;287352.5;10;1982;39;si;no;0;1
12166;Región de Aysén del General Carlos Ibáñez del Campo.;1;396883;132294.3333;3;1982;39;no;no;0;0
3890;Región de Arica y Parinacota.;3;1186965;237393;2;1968;53;no;no;0;1
9288;Región de Magallanes y la Antártica Chilena.;1;793967;264655.6667;2;1977;44;no;no;0;1
5161;Región de Valparaíso.;3;577276;115455.2;1;1980;41;no;no;0;0
4230;Región de Los Ríos.;0;470778;235389;10;1973;48;no;si;0;0
1775;Región de Antofagasta.;1;1023086;341028.6667;3;1982;39;no;no;0;1
2185;Región de Coquimbo.;1;339499;113166.3333;1;1962;59;no;no;0;0
10556;Región de La Araucanía.;1;640566;213522;10;1965;56;no;no;0;0
4273;Región de Coquimbo.;0;542516;271258;11;1971;50;no;si;0;0
5085;Región de Los Lagos.;0;612676;306338;2;1983;38;no;si;0;0
345;Región de Los Ríos.;0;467859;233929.5;8;1983;38;no;si;0;0
3215;Región de Tarapacá.;2;787570;196892.5;11;1980;41;no;no;0;0
6092;Región de Atacama.;2;452556;113139;11;1966;55;no;no;0;0
8801;Región de Valparaíso.;3;411234;82246.8;9;1982;39;no;no;0;0
11485;Región de Tarapacá.;1;1058856;352952;7;1971;50;no;no;0;1
12380;Región de Valparaíso.;1;552197;184065.6667;12;1970;51;no;no;0;0
5861;Región de Valparaíso.;0;477334;238667;8;1983;38;no;si;0;0
7466;Región de Tarapacá.;2;966390;241597.5;10;1980;41;no;no;0;1
700;Región de Tarapacá.;3;548672;109734.4;10;1965;56;no;no;0;0
5578;Región de Magallanes y la Antártica Chilena.;2;1044804;261201;9;1979;42;no;no;0;1
10538;Región de Tarapacá.;3;1130195;226039;6;1963;58;no;no;0;1
6147;Región del Libertador General Bernardo O’Higgins.;2;1092281;273070.25;9;1964;57;no;no;0;1
568;Región de Atacama.;3;695827;139165.4;10;1978;43;no;no;0;0
9972;Región del Ñuble.;3;1140063;228012.6;5;1962;59;no;no;0;1
8410;Región de Aysén del General Carlos Ibáñez del Campo.;2;767324;191831;1;1980;41;no;no;0;0
1972;Región del Biobío.;1;1033874;344624.6667;8;1978;43;no;no;0;1
12180;Región de Magallanes y la Antártica Chilena.;2;1127131;281782.75;6;1972;49;no;no;0;1
4519;Región del Biobío.;1;913982;304660.6667;1;1974;47;no;no;0;1
4462;Región del Maule.;0;502450;251225;6;1982;39;no;si;0;0
12245;Región de La Araucanía.;1;1143600;381200;7;1962;59;no;no;0;1
3882;Región de Arica y Parinacota.;3;358637;71727.4;7;1975;46;no;no;0;0
7716;Región Metropolitana de Santiago.;0;939234;469617;1;1971;50;si;si;0;1
3316;Región del Biobío.;1;580159;193386.3333;1;1973;48;no;no;0;0
3184;Región Metropolitana de Santiago.;2;1092657;273164.25;4;1974;47;si;no;0;1
11110;Región de Antofagasta.;3;721469;144293.8;9;1975;46;no;no;0;0
9040;Región del Libertador General Bernardo O’Higgins.;3;1130536;226107.2;4;1963;58;no;no;0;1
377;Región del Biobío.;0;615787;307893.5;5;1970;51;no;si;0;1
10297;Región del Biobío.;2;407543;101885.75;7;1963;58;no;no;0;0
11325;Región de Tarapacá.;3;383054;76610.8;10;1962;59;no;no;0;0
11162;Región de Aysén del General Carlos Ibáñez del Campo.;1;615599;205199.6667;9;1983;38;no;no;0;0
3069;Región del Ñuble.;1;704318;234772.6667;4;1977;44;no;no;0;0
7655;Región de Coquimbo.;2;662923;165730.75;9;1975;46;no;no;0;0
3995;Región del Maule.;3;922555;184511;12;1972;49;no;no;0;0
7246;Región de La Araucanía.;3;620902;124180.4;10;1963;58;no;no;0;0
3655;Región de Tarapacá.;3;557323;111464.6;5;1982;39;no;no;0;0
6900;Región de Los Lagos.;0;520879;260439.5;11;1970;51;no;si;0;0
10203;Región de La Araucanía.;1;426074;142024.6667;5;1963;58;no;no;0;0
1782;Región de Antofagasta.;0;422533;211266.5;11;1974;47;no;si;0;0
9547;Región de Los Ríos.;0;325359;162679.5;8;1977;44;no;si;0;0
6066;Región de Aysén del General Carlos Ibáñez del Campo.;0;1103592;551796;3;1974;47;no;si;0;1
10474;Región Metropolitana de Santiago.;0;605847;302923.5;9;1975;46;si;si;0;1
1224;Región de Atacama.;2;1154560;288640;4;1982;39;no;no;0;1
6514;Región del Biobío.;2;1080143;270035.75;4;1966;55;no;no;0;1
8776;Región de Los Lagos.;2;499529;124882.25;10;1983;38;no;no;0;0
9156;Región de Los Ríos.;3;301745;60349;11;1963;58;no;no;0;0
860;Región del Maule.;2;951174;237793.5;5;1972;49;no;no;0;1
2110;Región de Coquimbo.;2;850178;212544.5;3;1979;42;no;no;0;0
10418;Región del Maule.;2;842117;210529.25;11;1981;40;no;no;1;0
6941;Región de Valparaíso.;1;507698;169232.6667;2;1976;45;no;no;0;0
10133;Región de Arica y Parinacota.;0;1121970;560985;2;1964;57;no;si;0;1
11849;Región Metropolitana de Santiago.;1;1140630;380210;9;1982;39;si;no;0;1
5326;Región de Magallanes y la Antártica Chilena.;3;592325;118465;3;1975;46;no;no;0;0
11746;Región del Maule.;1;915304;305101.3333;3;1980;41;no;no;0;1
9142;Región de Los Lagos.;2;603742;150935.5;3;1979;42;no;no;0;0
2613;Región del Libertador General Bernardo O’Higgins.;3;420190;84038;11;1978;43;no;no;0;0
9037;Región de Valparaíso.;0;1144657;572328.5;7;1966;55;no;si;0;1
3801;Región del Libertador General Bernardo O’Higgins.;3;389160;77832;7;1968;53;no;no;0;0
3958;Región de Antofagasta.;2;664995;166248.75;2;1965;56;no;no;0;0
3459;Región de Valparaíso.;2;346820;86705;7;1978;43;no;no;0;0
6765;Región del Biobío.;0;1102219;551109.5;1;1962;59;no;si;0;1
5344;Región de Antofagasta.;3;724658;144931.6;2;1976;45;no;no;0;0
10625;Región de Atacama.;0;827458;413729;3;1981;40;no;si;0;1
10652;Región Metropolitana de Santiago.;2;534408;133602;6;1976;45;si;no;0;0
10593;Región Metropolitana de Santiago.;1;1001935;333978.3333;11;1970;51;si;no;0;1
3428;Región de Atacama.;0;386557;193278.5;12;1970;51;no;si;0;0
1186;Región Metropolitana de Santiago.;1;423698;141232.6667;7;1963;58;si;no;0;0
3237;Región del Biobío.;1;1197177;399059;6;1979;42;no;no;0;1
10448;Región de La Araucanía.;0;698909;349454.5;7;1976;45;no;si;0;1
6690;Región de Los Ríos.;0;614807;307403.5;8;1979;42;no;si;0;0
9838;Región de Atacama.;2;462952;115738;1;1977;44;no;no;0;0
5918;Región del Maule.;0;481323;240661.5;4;1964;57;no;si;0;0
4573;Región del Ñuble.;1;1131316;377105.3333;2;1971;50;no;no;0;1
3667;Región Metropolitana de Santiago.;0;303121;151560.5;6;1973;48;si;si;0;0
8580;Región de Antofagasta.;1;684005;228001.6667;11;1968;53;no;no;0;0
3383;Región de Magallanes y la Antártica Chilena.;0;968782;484391;8;1965;56;no;si;0;1
2737;Región de Valparaíso.;2;502593;125648.25;7;1972;49;no;no;0;0
9275;Región de La Araucanía.;2;1167727;291931.75;3;1979;42;no;no;0;1
2246;Región del Ñuble.;2;634599;158649.75;11;1964;57;no;no;0;0
10394;Región de Atacama.;3;700762;140152.4;6;1969;52;no;no;0;0
3512;Región de Coquimbo.;0;470484;235242;3;1982;39;no;si;0;0
6633;Región de Valparaíso.;2;371199;92799.75;3;1978;43;no;no;0;0
9539;Región de La Araucanía.;0;1003543;501771.5;3;1981;40;no;si;0;1
6658;Región del Libertador General Bernardo O’Higgins.;0;496568;248284;1;1971;50;no;si;0;0
5348;Región de Los Ríos.;3;376825;75365;2;1973;48;no;no;0;0
2464;Región de Coquimbo.;2;609406;152351.5;4;1972;49;no;no;0;0
2027;Región de Coquimbo.;1;1023896;341298.6667;8;1967;54;no;no;0;1
9278;Región de La Araucanía.;2;1005303;251325.75;6;1972;49;no;no;0;1
4797;Región del Libertador General Bernardo O’Higgins.;1;1178280;392760;12;1973;48;no;no;0;1
6657;Región de Los Ríos.;3;722000;144400;9;1977;44;no;no;0;0
4074;Región de Los Lagos.;3;752954;150590.8;9;1965;56;no;no;0;0
3444;Región del Biobío.;2;763933;190983.25;8;1980;41;no;no;0;0
6045;Región de Los Lagos.;0;1126276;563138;9;1972;49;no;si;0;1
5397;Región del Libertador General Bernardo O’Higgins.;2;467898;116974.5;8;1976;45;no;no;0;0
11515;Región del Maule.;3;300768;60153.6;3;1983;38;no;no;0;0
4229;Región de Atacama.;0;730056;365028;6;1973;48;no;si;0;1
1723;Región de Los Ríos.;0;1033491;516745.5;1;1965;56;no;si;0;1
9591;Región de Antofagasta.;1;929110;309703.3333;8;1983;38;no;no;0;1
11791;Región de Antofagasta.;1;1097437;365812.3333;6;1962;59;no;no;0;1
5303;Región de Arica y Parinacota.;1;332707;110902.3333;3;1975;46;no;no;0;0
9515;Región de Coquimbo.;3;1104163;220832.6;7;1974;47;no;no;0;1
6191;Región de La Araucanía.;1;713457;237819;4;1970;51;no;no;0;1
1629;Región de Coquimbo.;1;910937;303645.6667;4;1977;44;no;no;0;1
5398;Región del Maule.;3;799293;159858.6;9;1976;45;no;no;0;0
7786;Región de Atacama.;2;452194;113048.5;8;1964;57;no;no;0;0
11028;Región de Antofagasta.;3;1170038;234007.6;4;1969;52;no;no;0;1
6598;Región de Aysén del General Carlos Ibáñez del Campo.;0;803588;401794;7;1974;47;no;si;0;1
5401;Región de Arica y Parinacota.;3;937872;187574.4;1;1979;42;no;no;0;0
8479;Región Metropolitana de Santiago.;2;818334;204583.5;4;1970;51;si;no;0;1
2913;Región del Biobío.;0;599459;299729.5;12;1971;50;no;si;0;1
4413;Región de La Araucanía.;1;553700;184566.6667;7;1963;58;no;no;0;0
5022;Región de Valparaíso.;3;1132632;226526.4;8;1965;56;no;no;0;1
752;Región de Tarapacá.;2;627978;156994.5;8;1979;42;no;no;0;0
1798;Región de Antofagasta.;1;862323;287441;2;1975;46;no;no;0;1
5285;Región del Libertador General Bernardo O’Higgins.;3;441598;88319.6;6;1973;48;no;no;0;0
3083;Región de Arica y Parinacota.;3;683586;136717.2;7;1975;46;no;no;0;0
10601;Región de Arica y Parinacota.;1;524978;174992.6667;11;1978;43;no;no;0;0
4668;Región de Magallanes y la Antártica Chilena.;1;1052725;350908.3333;6;1965;56;no;no;0;1
3273;Región del Libertador General Bernardo O’Higgins.;0;647363;323681.5;2;1980;41;no;si;0;1
4886;Región del Libertador General Bernardo O’Higgins.;0;1143661;571830.5;4;1973;48;no;si;0;1
1673;Región de Los Ríos.;2;1139694;284923.5;6;1965;56;no;no;0;1
2337;Región del Ñuble.;0;965283;482641.5;8;1965;56;no;si;0;1
11316;Región de Arica y Parinacota.;1;366083;122027.6667;8;1966;55;no;no;0;0
4562;Región de Valparaíso.;1;931496;310498.6667;11;1978;43;no;no;0;1
11527;Región de Atacama.;2;621016;155254;5;1971;50;no;no;0;0
8057;Región de Arica y Parinacota.;0;1140672;570336;3;1975;46;no;si;0;1
2506;Región de Arica y Parinacota.;1;1041967;347322.3333;11;1964;57;no;no;0;1
4361;Región de Los Lagos.;3;841650;168330;2;1978;43;no;no;0;0
4665;Región de Aysén del General Carlos Ibáñez del Campo.;3;332627;66525.4;9;1983;38;no;no;0;0
217;Región de La Araucanía.;1;429747;143249;12;1965;56;no;no;0;0
1100;Región de Aysén del General Carlos Ibáñez del Campo.;3;316124;63224.8;9;1968;53;no;no;0;0
4061;Región de Valparaíso.;3;570746;114149.2;12;1977;44;no;no;0;0
7358;Región de Los Lagos.;3;633633;126726.6;12;1973;48;no;no;0;0
3743;Región de Aysén del General Carlos Ibáñez del Campo.;3;925185;185037;1;1971;50;no;no;0;1
214;Región de Coquimbo.;3;405059;81011.8;8;1965;56;no;no;0;0
10867;Región de Coquimbo.;1;653600;217866.6667;1;1979;42;no;no;0;0
1485;Región de Los Ríos.;0;1131498;565749;4;1981;40;no;si;0;1
11172;Región de Antofagasta.;2;578339;144584.75;9;1968;53;no;no;0;0
10466;Región de Los Ríos.;0;730359;365179.5;8;1965;56;no;si;0;1
6411;Región del Libertador General Bernardo O’Higgins.;3;796759;159351.8;10;1974;47;no;no;0;0
11809;Región de Los Lagos.;0;322695;161347.5;11;1974;47;no;si;0;0
12219;Región de Antofagasta.;1;852299;284099.6667;8;1970;51;no;no;0;1
3917;Región de Antofagasta.;2;892424;223106;3;1976;45;no;no;0;1
7492;Región de Arica y Parinacota.;1;481629;160543;11;1966;55;no;no;0;0
3906;Región de Valparaíso.;2;634856;158714;7;1970;51;no;no;0;0
11795;Región de Arica y Parinacota.;2;749361;187340.25;1;1963;58;no;no;0;0
314;Región de Tarapacá.;1;305820;101940;7;1968;53;no;no;0;0
8904;Región del Ñuble.;2;698421;174605.25;7;1966;55;no;no;0;0
2048;Región de Los Ríos.;1;346868;115622.6667;12;1962;59;no;no;0;0
2497;Región de Magallanes y la Antártica Chilena.;1;548892;182964;6;1965;56;no;no;0;0
2595;Región de Los Ríos.;1;1056360;352120;1;1963;58;no;no;0;1
4216;Región de Tarapacá.;2;667377;166844.25;8;1963;58;no;no;0;0
4664;Región de Valparaíso.;1;308410;102803.3333;2;1979;42;no;no;0;0
1840;Región de Tarapacá.;3;603436;120687.2;6;1983;38;no;no;0;0
11962;Región de Los Ríos.;2;831308;207827;8;1971;50;no;no;0;1
7219;Región del Biobío.;1;635541;211847;5;1970;51;no;no;0;0
9391;Región de Valparaíso.;1;1067832;355944;1;1970;51;no;no;0;1
11870;Región de La Araucanía.;0;1072917;536458.5;10;1962;59;no;si;0;1
12054;Región de Coquimbo.;2;461151;115287.75;6;1963;58;no;no;0;0
3708;Región de Coquimbo.;2;648733;162183.25;1;1982;39;no;no;0;0
5807;Región de Arica y Parinacota.;3;830297;166059.4;4;1967;54;no;no;0;0
2039;Región del Maule.;0;451344;225672;7;1971;50;no;si;0;0
5510;Región del Libertador General Bernardo O’Higgins.;1;650999;216999.6667;3;1972;49;no;no;0;0
4321;Región de Valparaíso.;2;1092493;273123.25;8;1962;59;no;no;0;1
5771;Región del Libertador General Bernardo O’Higgins.;2;739044;184761;10;1968;53;no;no;0;0
6540;Región de Los Lagos.;0;630268;315134;10;1964;57;no;si;0;1
12525;Región del Ñuble.;3;509209;101841.8;10;1981;40;no;no;0;0
1689;Región de Arica y Parinacota.;2;1031324;257831;6;1970;51;no;no;0;1
2104;Región de Tarapacá.;0;634839;317419.5;12;1973;48;no;si;0;1
490;Región de Los Lagos.;1;1022769;340923;12;1965;56;no;no;0;1
