NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
17387,04/02/2020,Helados,132,Frutal,Frambuesa,Comestible,Verano
17388,04/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17389,04/02/2020,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Verano
17389,04/02/2020,Abarrotes,1560203871950,BON O BON,Barra Clásico,Comestible,Verano
17390,04/02/2020,Bebidas,1553634121684,Redbull,Summer edition,Bebestible,Verano
17390,04/02/2020,Savory,1565292358867,Bilz,Pap,Comestible,Verano
17391,04/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17392,04/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17393,04/02/2020,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
17393,04/02/2020,Savory,1565292551399,Mega,Frambuesa,Comestible,Verano
17394,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17394,05/02/2020,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
17395,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17396,05/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17396,05/02/2020,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
17397,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17397,05/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17398,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17398,05/02/2020,Abarrotes,1571077678402,Orbit,Arándano,Comestible,Verano
17399,05/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17399,05/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17400,05/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17400,05/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17400,05/02/2020,Bebidas,1574711810271,Coca-cola zero,lata 350ml,Bebestible,Verano
17401,05/02/2020,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
17402,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17403,05/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17404,05/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17405,05/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17405,05/02/2020,Abarrotes,128,Galleton,Chips Chocolate,Comestible,Verano
17406,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17407,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17408,05/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17409,05/02/2020,Helados,136,Frutal,Piña,Comestible,Verano
17410,05/02/2020,Abarrotes,54,Barra chocolate,Kit Kat 41g,Comestible,Verano
17411,05/02/2020,Abarrotes,84,Lays,Tarro corte americano 40g,Comestible,Verano
17412,05/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17412,05/02/2020,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Verano
17412,05/02/2020,Accesorio auto,28,Sonax,Visión clara 25ml,Accesorio Auto,Verano
17413,05/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17414,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17414,05/02/2020,Abarrotes,53,Barra chocolate,Sahne-nuss 14g,Comestible,Verano
17415,05/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17416,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17417,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17417,05/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17418,05/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17419,05/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17420,05/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17421,05/02/2020,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
17422,05/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17423,05/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17424,05/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17425,05/02/2020,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Verano
17425,05/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17426,05/02/2020,Helados,134,Relleno,Maracuyá leche condensada,Comestible,Verano
17426,05/02/2020,Helados,140,Cremoso,Oreo,Comestible,Verano
17427,05/02/2020,Accesorio auto,74,Sonax,Purificador aire acondicionado,Accesorio Auto,Verano
17428,05/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17429,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17429,05/02/2020,Helados,1567785474276,Holiday,Helado,Comestible,Verano
17430,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17431,05/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17432,05/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17433,05/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17434,05/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17434,05/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17435,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17436,06/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17436,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17437,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17438,06/02/2020,Bebidas,1574711810271,Coca-cola zero,lata 350ml,Bebestible,Verano
17438,06/02/2020,Bebidas,1574710771382,Coca-cola,lata 350ml,Bebestible,Verano
17438,06/02/2020,Abarrotes,1570468346572,Alka,Uva,Comestible,Verano
17438,06/02/2020,Abarrotes,1575923751917,Alka,Menta y limón,Comestible,Verano
17438,06/02/2020,Abarrotes,1570468449782,Caluga,La Vaca Lechera,Comestible,Verano
17438,06/02/2020,Abarrotes,85,Barra chocolate,Prestigio 35g,Comestible,Verano
17439,06/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17440,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17441,06/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17442,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17443,06/02/2020,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
17444,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17445,06/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17446,06/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17447,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17448,06/02/2020,Accesorio auto,1545835806831,Areon,KEN NEW CAR,Accesorio Auto,Verano
17449,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17450,06/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17451,06/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17451,06/02/2020,Accesorio auto,46,Sonax,Espuma limpia tapiz 400ml,Accesorio Auto,Verano
17451,06/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17452,06/02/2020,Accesorio auto,1545410416104,Silicona Liquida,Tropical Sun,Accesorio Auto,Verano
17453,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17454,06/02/2020,Accesorio auto,1576784173920,Areon,Ken Chicle,Accesorio Auto,Verano
17455,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17456,06/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17457,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17457,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17457,06/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17458,06/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17459,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17460,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17460,06/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17460,06/02/2020,Abarrotes,8,Bon o Bon,Clásico 15g,Comestible,Verano
17461,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17462,06/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17463,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17464,06/02/2020,Helados,142,Cremoso,Chocolate Brownie,Comestible,Verano
17465,06/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17466,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17467,06/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17467,06/02/2020,Accesorio auto,1545834855526,Areon,Fresco Manzana canela,Accesorio Auto,Verano
17467,06/02/2020,Abarrotes,62,Hobby,40g,Comestible,Verano
17468,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17468,06/02/2020,Abarrotes,1580417046998,Triton,pequeño vainilla,Comestible,Verano
17469,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17469,06/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17469,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17470,06/02/2020,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
17471,06/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17472,06/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17473,06/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17474,06/02/2020,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
17475,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17476,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17477,06/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17478,06/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17479,06/02/2020,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
17480,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17481,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17481,06/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17482,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17483,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17484,06/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17484,06/02/2020,Bebidas,108,Vitamin Water,Essential,Bebestible,Verano
17485,06/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17485,06/02/2020,Abarrotes,119,Snack Mix,Ramitas,Comestible,Verano
17486,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17487,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17488,07/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17489,07/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17489,07/02/2020,Abarrotes,127,Twistos,Jamón Ibérico,Comestible,Verano
17489,07/02/2020,Abarrotes,1572274959174,Rocklets,Barra Chocolate,Comestible,Verano
17489,07/02/2020,Abarrotes,79,Barra Quaker,Frutilla 20g,Comestible,Verano
17490,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17491,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17491,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17492,07/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17493,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17493,07/02/2020,Abarrotes,53,Barra chocolate,Sahne-nuss 14g,Comestible,Verano
17493,07/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17494,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17495,07/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17496,07/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17496,07/02/2020,Accesorio auto,1580222500929,Areon,Fresco,Accesorio Auto,Verano
17497,07/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17497,07/02/2020,Accesorio auto,1545835806831,Areon,KEN NEW CAR,Accesorio Auto,Verano
17498,07/02/2020,Accesorio auto,17,Limpia parabrisa,ECO S26,Accesorio Auto,Verano
17498,07/02/2020,Accesorio auto,12,Limpia parabrisa,ECO S16,Accesorio Auto,Verano
17499,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17500,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17501,07/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17502,07/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17503,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17504,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17505,07/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17506,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17507,07/02/2020,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
17508,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17508,07/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17509,07/02/2020,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
17510,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17511,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17512,07/02/2020,Savory,1565199543030,Clásico,Chocolito,Comestible,Verano
17513,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17514,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17514,07/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17514,07/02/2020,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
17515,07/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17516,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17517,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17518,07/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17519,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17520,07/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17521,07/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17522,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17523,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17524,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17524,07/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17525,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17525,07/02/2020,Accesorio auto,1558113370468,Areon,Fresco Coco,Accesorio Auto,Verano
17526,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17527,07/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17528,07/02/2020,Helados,1551785278052,Relleno,Platano Manjar,Comestible,Verano
17528,07/02/2020,Bebidas,100,Monster,Ultra Sunrise,Bebestible,Verano
17528,07/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17529,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17529,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17530,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17531,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17532,07/02/2020,Bebidas,1553634121684,Redbull,Summer edition,Bebestible,Verano
17532,07/02/2020,Savory,1565292358867,Bilz,Pap,Comestible,Verano
17533,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17534,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17534,07/02/2020,Abarrotes,58,Negrita,30g,Comestible,Verano
17535,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17536,07/02/2020,Abarrotes,85,Barra chocolate,Prestigio 35g,Comestible,Verano
17537,07/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17538,07/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17538,07/02/2020,Abarrotes,1546440586870,Mini,Morocha 50g,Comestible,Verano
17538,07/02/2020,Bebidas,104,Aquarius,Limonada 500ml,Bebestible,Verano
17539,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17539,07/02/2020,Helados,1567785474276,Holiday,Helado,Comestible,Verano
17540,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17540,07/02/2020,Abarrotes,117,Cheetos,Sabor queso 64g,Comestible,Verano
17540,07/02/2020,Accesorio auto,1580222500929,Areon,Fresco,Accesorio Auto,Verano
17541,07/02/2020,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
17541,07/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17542,07/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17543,08/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17543,08/02/2020,Abarrotes,77,Barra Quaker,Chispas chocolate 20g,Comestible,Verano
17543,08/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17544,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17545,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17546,08/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17547,08/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17548,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17549,08/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17550,08/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17551,08/02/2020,Accesorio auto,1576784173920,Areon,Ken Chicle,Accesorio Auto,Verano
17552,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17553,08/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17554,08/02/2020,Bebidas,1551459769692,Cachantun,Sin Gas 500ml,Bebestible,Verano
17555,08/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17555,08/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17556,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17556,08/02/2020,Helados,145,Relleno,Frutilla Leche condensada,Comestible,Verano
17557,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17558,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17559,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17559,08/02/2020,Abarrotes,1571075958796,Snickers,"Milk Chocolate 52,7g",Comestible,Verano
17559,08/02/2020,Abarrotes,1571076413190,Milky Way,52.2G,Comestible,Verano
17559,08/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17559,08/02/2020,Abarrotes,1571077678402,Orbit,Arándano,Comestible,Verano
17560,08/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17561,08/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17562,08/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17563,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17563,08/02/2020,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Verano
17563,08/02/2020,Bebidas,1551459769692,Cachantun,Sin Gas 500ml,Bebestible,Verano
17563,08/02/2020,Abarrotes,1572274959174,Rocklets,Barra Chocolate,Comestible,Verano
17564,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17565,08/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17565,08/02/2020,Helados,140,Cremoso,Oreo,Comestible,Verano
17565,08/02/2020,Savory,1565293699154,Danky,Nogatonga,Comestible,Verano
17565,08/02/2020,Abarrotes,6,Capri,Sabor a Frutilla 30g,Comestible,Verano
17565,08/02/2020,Abarrotes,130,Mini,Toddy,Comestible,Verano
17565,08/02/2020,Bebidas,104,Aquarius,Limonada 500ml,Bebestible,Verano
17565,08/02/2020,Savory,1565292105582,Helado,Kriko,Comestible,Verano
17566,08/02/2020,Accesorio auto,1549034377232,Areon,KEN coffee,Accesorio Auto,Verano
17567,08/02/2020,Abarrotes,1578943618821,Fruit Bar,Platano,Comestible,Verano
17568,08/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17569,08/02/2020,Bebidas,1573063317139,Redbull,Coco,Bebestible,Verano
17570,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17571,08/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17571,08/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17572,08/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17573,08/02/2020,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
17573,08/02/2020,Bebidas,1551115247925,Redbull,Normal 250ml,Bebestible,Verano
17574,08/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17575,08/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17576,08/02/2020,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
17576,08/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17576,08/02/2020,Accesorio auto,1545834855526,Areon,Fresco Manzana canela,Accesorio Auto,Verano
17576,08/02/2020,Bebidas,1566316003678,Mas,Pera 500ml,Bebestible,Verano
17577,08/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17577,08/02/2020,Bebidas,111,Vitamin Water,Triple X,Bebestible,Verano
17577,08/02/2020,Accesorio auto,74,Sonax,Purificador aire acondicionado,Accesorio Auto,Verano
17578,08/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17579,08/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17579,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17580,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17581,08/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17582,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17583,08/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17584,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17585,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17586,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17587,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17588,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17588,08/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17589,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17590,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17590,08/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17590,08/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17591,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17592,08/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17593,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17593,08/02/2020,Accesorio auto,28,Sonax,Visión clara 25ml,Accesorio Auto,Verano
17594,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17595,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17596,08/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17597,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17598,09/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17599,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17600,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17601,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17602,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17603,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17604,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17605,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17605,09/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17606,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17607,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17607,09/02/2020,Accesorio auto,28,Sonax,Visión clara 25ml,Accesorio Auto,Verano
17608,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17609,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17610,09/02/2020,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Verano
